"ple0008","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Poor","1999","35-65 y.","indirect migration background","3","","",""
"Poor","1999","66 and older","no migration background","190","0.128186479761237","0.111650452662656","0.144722506859817"
"Poor","1999","66 and older","direct migration background","25","","",""
"Poor","1999","66 and older","indirect migration background","","","",""
"Very good","2000","16-34 y.","no migration background","1135","0.230225559211897","0.219017071314126","0.241434047109667"
"Very good","2000","16-34 y.","direct migration background","232","0.260337386085214","0.233016400148297","0.287658372022132"
"Very good","2000","16-34 y.","indirect migration background","210","0.276507012983079","0.243722758792465","0.309291267173694"
"Very good","2000","35-65 y.","no migration background","880","0.0785669555212888","0.0736226516627557","0.0835112593798219"
"Very good","2000","35-65 y.","direct migration background","147","0.0783526259391354","0.0665428985526646","0.0901623533256062"
"Very good","2000","35-65 y.","indirect migration background","11","","",""
"Very good","2000","66 and older","no migration background","76","0.022558226067615","0.0174586140952769","0.0276578380399532"
"Very good","2000","66 and older","direct migration background","2","","",""
"Very good","2000","66 and older","indirect migration background","1","","",""
"Good","2000","16-34 y.","no migration background","2900","0.510768463737792","0.497459085265073","0.524077842210511"
"Good","2000","16-34 y.","direct migration background","518","0.502578013671272","0.471448273538542","0.533707753804003"
"Good","2000","16-34 y.","indirect migration background","351","0.488637968705795","0.451998183895103","0.525277753516486"
"Good","2000","35-65 y.","no migration background","4596","0.398128367193977","0.389133043454592","0.407123690933362"
"Good","2000","35-65 y.","direct migration background","738","0.364813639756345","0.343658455366464","0.385968824146227"
"Good","2000","35-65 y.","indirect migration background","43","0.404901605952864","0.307215822787938","0.50258738911779"
"Good","2000","66 and older","no migration background","591","0.172202000175579","0.159235567964264","0.185168432386893"
"Good","2000","66 and older","direct migration background","62","0.187970266089133","0.147668411273832","0.228272120904435"
"Good","2000","66 and older","indirect migration background","2","","",""
"Satisfactory","2000","16-34 y.","no migration background","1053","0.198646228183447","0.188023383790103","0.20926907257679"
"Satisfactory","2000","16-34 y.","direct migration background","183","0.180133222051087","0.156206686645405","0.204059757456769"
"Satisfactory","2000","16-34 y.","indirect migration background","124","0.18704181411922","0.158459425001464","0.215624203236977"
"Satisfactory","2000","35-65 y.","no migration background","4096","0.360209205275547","0.351387557846924","0.36903085270417"
"Satisfactory","2000","35-65 y.","direct migration background","706","0.368626919717037","0.347425387234307","0.389828452199766"
"Satisfactory","2000","35-65 y.","indirect migration background","25","","",""
"Satisfactory","2000","66 and older","no migration background","1500","0.463686737343393","0.446560545000362","0.480812929686424"
"Satisfactory","2000","66 and older","direct migration background","152","0.395597484058658","0.345156403416296","0.44603856470102"
"Satisfactory","2000","66 and older","indirect migration background","10","","",""
"Less good","2000","16-34 y.","no migration background","289","0.0530071829084286","0.0470419250710876","0.0589724407457696"
"Less good","2000","16-34 y.","direct migration background","52","0.0517167482155001","0.0379289185684212","0.065504577862579"
"Less good","2000","16-34 y.","indirect migration background","26","","",""
"Less good","2000","35-65 y.","no migration background","1446","0.129191238371637","0.12302768409223","0.135354792651043"
"Less good","2000","35-65 y.","direct migration background","316","0.147007611936288","0.131445333237979","0.162569890634597"
"Less good","2000","35-65 y.","indirect migration background","14","","",""
"Less good","2000","66 and older","no migration background","771","0.239741123478572","0.22507919051245","0.254403056444694"
"Less good","2000","66 and older","direct migration background","100","0.285847597317594","0.239239946459443","0.332455248175745"
"Less good","2000","66 and older","indirect migration background","4","","",""
"Poor","2000","16-34 y.","no migration background","42","0.00735256595843659","0.0050779635626576","0.00962716835421559"
"Poor","2000","16-34 y.","direct migration background","6","","",""
"Poor","2000","16-34 y.","indirect migration background","4","","",""
"Poor","2000","35-65 y.","no migration background","358","0.0339042336375498","0.0305784778549914","0.0372299894201083"
"Poor","2000","35-65 y.","direct migration background","82","0.0411992026511944","0.0324646775302536","0.0499337277721353"
"Poor","2000","35-65 y.","indirect migration background","4","","",""
"Poor","2000","66 and older","no migration background","319","0.101811912934841","0.0914265385831356","0.112197287286547"
"Poor","2000","66 and older","direct migration background","45","0.123832530643575","0.0898539349053652","0.157811126381784"
"Poor","2000","66 and older","indirect migration background","1","","",""
"Very good","2001","16-34 y.","no migration background","1071","0.235381100934397","0.223378343620734","0.24738385824806"
"Very good","2001","16-34 y.","direct migration background","201","0.266578979057619","0.236569760082513","0.296588198032725"
"Very good","2001","16-34 y.","indirect migration background","186","0.27971192729611","0.245337454544209","0.314086400048012"
"Very good","2001","35-65 y.","no migration background","745","0.0756317954133939","0.070557686058012","0.0807059047687757"
"Very good","2001","35-65 y.","direct migration background","142","0.0858849032257097","0.0728131273736249","0.0989566790777945"
"Very good","2001","35-65 y.","indirect migration background","11","","",""
"Very good","2001","66 and older","no migration background","71","0.0241582825769768","0.0187402298713583","0.0295763352825953"
"Very good","2001","66 and older","direct migration background","2","","",""
"Very good","2001","66 and older","indirect migration background","1","","",""
"Good","2001","16-34 y.","no migration background","2495","0.502692782981308","0.488546692809501","0.516838873153116"
"Good","2001","16-34 y.","direct migration background","435","0.503494321920259","0.469561149482609","0.53742749435791"
"Good","2001","16-34 y.","indirect migration background","330","0.503490554621746","0.465200422734779","0.541780686508714"
"Good","2001","35-65 y.","no migration background","4254","0.398063419362368","0.388669720766392","0.407457117958344"
"Good","2001","35-65 y.","direct migration background","665","0.38118006058745","0.358521987518108","0.403838133656792"
"Good","2001","35-65 y.","indirect migration background","41","0.363496571212784","0.271051884622914","0.455941257802655"
"Good","2001","66 and older","no migration background","562","0.170958003780333","0.157673250559743","0.184242757000924"
"Good","2001","66 and older","direct migration background","57","0.178358902532039","0.137727728233843","0.218990076830236"
"Good","2001","66 and older","indirect migration background","1","","",""
"Satisfactory","2001","16-34 y.","no migration background","944","0.199971646528755","0.188655211957937","0.211288081099573"
"Satisfactory","2001","16-34 y.","direct migration background","155","0.177655527030824","0.151714849422737","0.20359620463891"
"Satisfactory","2001","16-34 y.","indirect migration background","108","0.182882312093729","0.153277957415674","0.212486666771784"
"Satisfactory","2001","35-65 y.","no migration background","3740","0.355851015358623","0.346663197305029","0.365038833412216"
"Satisfactory","2001","35-65 y.","direct migration background","603","0.325484578450938","0.303625246456418","0.347343910445459"
"Satisfactory","2001","35-65 y.","indirect migration background","41","0.449130202032412","0.353533693075978","0.544726710988846"
"Satisfactory","2001","66 and older","no migration background","1441","0.468504172975041","0.450895478096297","0.486112867853786"
"Satisfactory","2001","66 and older","direct migration background","138","0.379740888873743","0.328229749153432","0.431252028594053"
"Satisfactory","2001","66 and older","indirect migration background","10","","",""
"Less good","2001","16-34 y.","no migration background","255","0.0546569688650225","0.0482257957348365","0.0610881419952086"
"Less good","2001","16-34 y.","direct migration background","35","0.0459305621101902","0.0317234457326469","0.0601376784877335"
"Less good","2001","16-34 y.","indirect migration background","27","","",""
"Less good","2001","35-65 y.","no migration background","1348","0.134741931376113","0.128189396648548","0.141294466103677"
"Less good","2001","35-65 y.","direct migration background","282","0.161279654033011","0.144121359561577","0.178437948504446"
"Less good","2001","35-65 y.","indirect migration background","9","","",""
"Less good","2001","66 and older","no migration background","719","0.237905048853261","0.222879619929263","0.252930477777259"
"Less good","2001","66 and older","direct migration background","108","0.338918730169703","0.2886791370916","0.389158323247807"
"Less good","2001","66 and older","indirect migration background","3","","",""
"Poor","2001","16-34 y.","no migration background","34","0.00729750069051661","0.00488942936621309","0.00970557201482012"
"Poor","2001","16-34 y.","direct migration background","8","","",""
"Poor","2001","16-34 y.","indirect migration background","4","","",""
"Poor","2001","35-65 y.","no migration background","344","0.035711838489503","0.0321506526302823","0.0392730243487238"
"Poor","2001","35-65 y.","direct migration background","73","0.0461708037028907","0.0363805316694673","0.0559610757363142"
"Poor","2001","35-65 y.","indirect migration background","2","","",""
"Poor","2001","66 and older","no migration background","292","0.0984744918143877","0.0879604090670648","0.108988574561711"
"Poor","2001","66 and older","direct migration background","36","0.0989713259931239","0.0672760234245582","0.13066662856169"
"Poor","2001","66 and older","indirect migration background","3","","",""
"Very good","2002","16-34 y.","no migration background","1004","0.210813501709387","0.199264918158855","0.222362085259919"
"Very good","2002","16-34 y.","direct migration background","163","0.223569789046427","0.193611882932526","0.253527695160329"
"Very good","2002","16-34 y.","indirect migration background","167","0.223536339935859","0.191158030559989","0.25591464931173"
"Very good","2002","35-65 y.","no migration background","828","0.0669312927197103","0.062356311582579","0.0715062738568416"
"Very good","2002","35-65 y.","direct migration background","105","0.0544366504274653","0.0437146732108606","0.0651586276440699"
"Very good","2002","35-65 y.","indirect migration background","9","","",""
"Very good","2002","66 and older","no migration background","75","0.021268981972544","0.0163192914730238","0.0262186724720643"
"Very good","2002","66 and older","direct migration background","2","","",""
"Very good","2002","66 and older","indirect migration background","","","",""
"Good","2002","16-34 y.","no migration background","2568","0.52215561259401","0.508012893797831","0.53629833139019"
"Good","2002","16-34 y.","direct migration background","383","0.486774179917885","0.450834707316812","0.522713652518958"
"Good","2002","16-34 y.","indirect migration background","326","0.503842709410798","0.464985043391281","0.542700375430314"
"Good","2002","35-65 y.","no migration background","4861","0.401976828019367","0.393000940440587","0.410952715598147"
"Good","2002","35-65 y.","direct migration background","643","0.361114073158534","0.338414497671365","0.383813648645703"
"Good","2002","35-65 y.","indirect migration background","53","0.376418800422392","0.29313537589582","0.459702224948964"
"Good","2002","66 and older","no migration background","625","0.175801444431144","0.162742737961226","0.188860150901062"
"Good","2002","66 and older","direct migration background","50","0.168245521160341","0.129221675235681","0.207269367085001"
"Good","2002","66 and older","indirect migration background","1","","",""
"Satisfactory","2002","16-34 y.","no migration background","942","0.204845629581902","0.193418720740281","0.216272538423523"
"Satisfactory","2002","16-34 y.","direct migration background","147","0.231626340439417","0.201292046469464","0.261960634409371"
"Satisfactory","2002","16-34 y.","indirect migration background","111","0.21968666585198","0.187508899328776","0.251864432375184"
"Satisfactory","2002","35-65 y.","no migration background","4089","0.367898677830757","0.359070413016629","0.376726942644884"
"Satisfactory","2002","35-65 y.","direct migration background","575","0.348943776591937","0.326418463124228","0.371469090059646"
"Satisfactory","2002","35-65 y.","indirect migration background","48","0.433956098844103","0.348759085440544","0.519153112247662"
"Satisfactory","2002","66 and older","no migration background","1484","0.455974797605695","0.438888304125612","0.473061291085778"
"Satisfactory","2002","66 and older","direct migration background","152","0.405989345037191","0.354760428150931","0.457218261923451"
"Satisfactory","2002","66 and older","indirect migration background","9","","",""
"Less good","2002","16-34 y.","no migration background","238","0.0534934475492559","0.0471225328125832","0.0598643622859287"
"Less good","2002","16-34 y.","direct migration background","44","0.0506336155894502","0.0348687570111689","0.0663984741677315"
"Less good","2002","16-34 y.","indirect migration background","28","","",""
"Less good","2002","35-65 y.","no migration background","1366","0.129287110847342","0.123144783033354","0.13542943866133"
"Less good","2002","35-65 y.","direct migration background","325","0.185514047006844","0.167143839301382","0.203884254712306"
"Less good","2002","35-65 y.","indirect migration background","17","","",""
"Less good","2002","66 and older","no migration background","785","0.251738403981142","0.236849097100257","0.266627710862027"
"Less good","2002","66 and older","direct migration background","109","0.296341894875364","0.248705584930284","0.343978204820445"
"Less good","2002","66 and older","indirect migration background","4","","",""
"Poor","2002","16-34 y.","no migration background","40","0.0086918085654443","0.00606366485078602","0.0113199522801026"
"Poor","2002","16-34 y.","direct migration background","6","","",""
"Poor","2002","16-34 y.","indirect migration background","4","","",""
"Poor","2002","35-65 y.","no migration background","318","0.033906090582824","0.0305927474051825","0.0372194337604656"
"Poor","2002","35-65 y.","direct migration background","72","0.0499914528152201","0.0396924422675259","0.0602904633629143"
"Poor","2002","35-65 y.","indirect migration background","3","","",""
"Poor","2002","66 and older","no migration background","295","0.095216372009475","0.0851470275549301","0.10528571646402"
"Poor","2002","66 and older","direct migration background","40","0.121749165984277","0.0876374928755451","0.155860839093009"
"Poor","2002","66 and older","indirect migration background","1","","",""
"Very good","2003","16-34 y.","no migration background","916","0.195298063588719","0.18378680725003","0.206809319927407"
"Very good","2003","16-34 y.","direct migration background","154","0.221694003219802","0.190450094159838","0.252937912279767"
"Very good","2003","16-34 y.","indirect migration background","162","0.234440659589083","0.201515686377806","0.26736563280036"
"Very good","2003","35-65 y.","no migration background","807","0.0671054900361529","0.0624193366875321","0.0717916433847738"
"Very good","2003","35-65 y.","direct migration background","121","0.0789996272242257","0.0657909520827226","0.0922083023657287"
"Very good","2003","35-65 y.","indirect migration background","14","","",""
"Very good","2003","66 and older","no migration background","77","0.0220675770871306","0.0170728165799198","0.0270623375943413"
"Very good","2003","66 and older","direct migration background","6","","",""
"Very good","2003","66 and older","indirect migration background","","","",""
"Good","2003","16-34 y.","no migration background","2477","0.537199288595015","0.52272087573283","0.5516777014572"
"Good","2003","16-34 y.","direct migration background","364","0.511025731714954","0.473426619461787","0.54862484396812"
"Good","2003","16-34 y.","indirect migration background","326","0.505909467130024","0.467053367617135","0.544765566642913"
"Good","2003","35-65 y.","no migration background","4729","0.414508252144732","0.405281514303083","0.42373498998638"
"Good","2003","35-65 y.","direct migration background","585","0.344380616272543","0.321112454359879","0.367648778185206"
"Good","2003","35-65 y.","indirect migration background","58","0.419840957961798","0.337198401675624","0.502483514247971"
"Good","2003","66 and older","no migration background","709","0.204663576321276","0.190945960497358","0.218381192145194"
"Good","2003","66 and older","direct migration background","56","0.144503588894574","0.108183637946782","0.180823539842367"
"Good","2003","66 and older","indirect migration background","3","","",""
"Satisfactory","2003","16-34 y.","no migration background","906","0.207082387347304","0.195316035057375","0.218848739637232"
"Satisfactory","2003","16-34 y.","direct migration background","127","0.222890837974374","0.191586802502724","0.254194873446024"
"Satisfactory","2003","16-34 y.","indirect migration background","107","0.185772257690972","0.155546102312304","0.215998413069641"
"Satisfactory","2003","35-65 y.","no migration background","3746","0.350977693750729","0.342038656004084","0.359916731497375"
"Satisfactory","2003","35-65 y.","direct migration background","535","0.342073530135057","0.318842672165755","0.365304388104358"
"Satisfactory","2003","35-65 y.","indirect migration background","43","0.306261954645441","0.229077100361052","0.383446808929829"
"Satisfactory","2003","66 and older","no migration background","1420","0.423900310412095","0.407098208742929","0.440702412081262"
"Satisfactory","2003","66 and older","direct migration background","159","0.448786068367075","0.397408136701738","0.500164000032412"
"Satisfactory","2003","66 and older","indirect migration background","5","","",""
"Less good","2003","16-34 y.","no migration background","226","0.0524698066302099","0.0459952878631604","0.0589443253972594"
"Less good","2003","16-34 y.","direct migration background","28","","",""
"Less good","2003","16-34 y.","indirect migration background","34","0.0596521756771172","0.0412454330708659","0.0780589182833686"
"Less good","2003","35-65 y.","no migration background","1362","0.133232763130394","0.12686806277213","0.139597463488658"
"Less good","2003","35-65 y.","direct migration background","283","0.178109080572543","0.159373508554406","0.19684465259068"
"Less good","2003","35-65 y.","indirect migration background","19","","",""
"Less good","2003","66 and older","no migration background","797","0.245805218500376","0.231165921178711","0.26044451582204"
"Less good","2003","66 and older","direct migration background","104","0.280638831980996","0.234225342828905","0.327052321133087"
"Less good","2003","66 and older","indirect migration background","4","","",""
"Poor","2003","16-34 y.","no migration background","31","0.00795045383875254","0.00537164663404045","0.0105292610434646"
"Poor","2003","16-34 y.","direct migration background","6","","",""
"Poor","2003","16-34 y.","indirect migration background","7","","",""
"Poor","2003","35-65 y.","no migration background","307","0.0341758009379919","0.0307730544568577","0.0375785474191262"
"Poor","2003","35-65 y.","direct migration background","78","0.0564371457956322","0.0451369810831319","0.0677373105081325"
"Poor","2003","35-65 y.","indirect migration background","3","","",""
"Poor","2003","66 and older","no migration background","320","0.103563317679123","0.0932036527821952","0.11392298257605"
"Poor","2003","66 and older","direct migration background","35","0.101277179241615","0.0701122945823929","0.132442063900837"
"Poor","2003","66 and older","indirect migration background","2","","",""
"Very good","2004","16-34 y.","no migration background","910","0.214392063288167","0.202215828797575","0.226568297778758"
"Very good","2004","16-34 y.","direct migration background","155","0.264011175601489","0.22950783971428","0.298514511488698"
"Very good","2004","16-34 y.","indirect migration background","172","0.266815639258538","0.232708596213816","0.30092268230326"
"Very good","2004","35-65 y.","no migration background","760","0.0702699634395525","0.0653914433954854","0.0751484834836197"
"Very good","2004","35-65 y.","direct migration background","113","0.0726849728238966","0.059793565543778","0.0855763801040151"
"Very good","2004","35-65 y.","indirect migration background","17","","",""
"Very good","2004","66 and older","no migration background","78","0.0221851666129931","0.0172518286192033","0.0271185046067829"
"Very good","2004","66 and older","direct migration background","3","","",""
"Very good","2004","66 and older","indirect migration background","","","",""
"Good","2004","16-34 y.","no migration background","2393","0.520527590544157","0.505705501845216","0.535349679243097"
"Good","2004","16-34 y.","direct migration background","332","0.522782254502314","0.483686190984187","0.56187831802044"
"Good","2004","16-34 y.","indirect migration background","335","0.466131740364257","0.427663420295069","0.504600060433446"
"Good","2004","35-65 y.","no migration background","4527","0.400468263261975","0.391116038405639","0.40982048811831"
"Good","2004","35-65 y.","direct migration background","578","0.353929815681034","0.330185328801707","0.377674302560362"
"Good","2004","35-65 y.","indirect migration background","73","0.44147330791706","0.362532695945122","0.520413919888998"
"Good","2004","66 and older","no migration background","678","0.184452720580843","0.171461549044043","0.197443892117643"
"Good","2004","66 and older","direct migration background","68","0.17569521615381","0.136600210735555","0.214790221572065"
"Good","2004","66 and older","indirect migration background","2","","",""
"Satisfactory","2004","16-34 y.","no migration background","800","0.196268723364544","0.18448488699329","0.208052559735797"
"Satisfactory","2004","16-34 y.","direct migration background","113","0.169728791317662","0.140345389851633","0.199112192783692"
"Satisfactory","2004","16-34 y.","indirect migration background","104","0.179252270768481","0.14967425678328","0.208830284753681"
"Satisfactory","2004","35-65 y.","no migration background","3621","0.352133928796407","0.34301757118003","0.361250286412784"
"Satisfactory","2004","35-65 y.","direct migration background","521","0.312142111752694","0.289133526933888","0.335150696571501"
"Satisfactory","2004","35-65 y.","indirect migration background","46","0.366533149860072","0.289930309530124","0.44313599019002"
"Satisfactory","2004","66 and older","no migration background","1454","0.413534055111885","0.397038829790755","0.430029280433014"
"Satisfactory","2004","66 and older","direct migration background","147","0.398974945361177","0.348669326107655","0.449280564614698"
"Satisfactory","2004","66 and older","indirect migration background","8","","",""
"Less good","2004","16-34 y.","no migration background","228","0.055821653688798","0.0490102897273777","0.0626330176502184"
"Less good","2004","16-34 y.","direct migration background","25","","",""
"Less good","2004","16-34 y.","indirect migration background","27","","",""
"Less good","2004","35-65 y.","no migration background","1343","0.143283323752295","0.136596171166033","0.149970476338557"
"Less good","2004","35-65 y.","direct migration background","265","0.203484087757185","0.18349344218905","0.22347473332532"
"Less good","2004","35-65 y.","indirect migration background","13","","",""
"Less good","2004","66 and older","no migration background","844","0.26141038091834","0.246692535824171","0.27612822601251"
"Less good","2004","66 and older","direct migration background","111","0.323337862358657","0.275285845719368","0.371389878997947"
"Less good","2004","66 and older","indirect migration background","2","","",""
"Poor","2004","16-34 y.","no migration background","33","0.0129899691143351","0.00963050069787803","0.0163494375307921"
"Poor","2004","16-34 y.","direct migration background","2","","",""
"Poor","2004","16-34 y.","indirect migration background","8","","",""
"Poor","2004","35-65 y.","no migration background","294","0.0338445207497708","0.0303931430083298","0.0372958984912118"
"Poor","2004","35-65 y.","direct migration background","81","0.0577590119851895","0.0461751002858872","0.0693429236844919"
"Poor","2004","35-65 y.","indirect migration background","3","","",""
"Poor","2004","66 and older","no migration background","370","0.118417676775939","0.107595343151351","0.129240010400527"
"Poor","2004","66 and older","direct migration background","35","0.0919743231308943","0.0622864036014858","0.121662242660303"
"Poor","2004","66 and older","indirect migration background","","","",""
"Very good","2005","16-34 y.","no migration background","851","0.201203152918302","0.188973509098078","0.213432796738526"
"Very good","2005","16-34 y.","direct migration background","115","0.219756028693749","0.184635336046687","0.254876721340811"
"Very good","2005","16-34 y.","indirect migration background","157","0.209753106227381","0.178809361648851","0.240696850805912"
"Very good","2005","35-65 y.","no migration background","662","0.0649589357394064","0.0601232158772211","0.0697946556015917"
"Very good","2005","35-65 y.","direct migration background","87","0.0473472406609181","0.036505125869495","0.0581893554523413"
"Very good","2005","35-65 y.","indirect migration background","14","","",""
"Very good","2005","66 and older","no migration background","64","0.0190229954208195","0.0144493772566611","0.0235966135849778"
"Very good","2005","66 and older","direct migration background","2","","",""
"Very good","2005","66 and older","indirect migration background","","","",""
"Good","2005","16-34 y.","no migration background","2176","0.516548637573195","0.501304240543427","0.531793034602964"
"Good","2005","16-34 y.","direct migration background","286","0.509063910070279","0.466662910325503","0.551464909815055"
"Good","2005","16-34 y.","indirect migration background","343","0.502123388193088","0.46412165920807","0.540125117178106"
"Good","2005","35-65 y.","no migration background","4173","0.395497974073809","0.38590402622998","0.405091921917638"
"Good","2005","35-65 y.","direct migration background","547","0.34358112158832","0.319337107530526","0.367825135646114"
"Good","2005","35-65 y.","indirect migration background","72","0.418091460476285","0.340440781815251","0.495742139137318"
"Good","2005","66 and older","no migration background","684","0.184896337884914","0.171898784325629","0.197893891444199"
"Good","2005","66 and older","direct migration background","51","0.140351486737664","0.104910657499596","0.175792315975732"
"Good","2005","66 and older","indirect migration background","3","","",""
"Satisfactory","2005","16-34 y.","no migration background","853","0.221024948865752","0.208367077721485","0.23368282001002"
"Satisfactory","2005","16-34 y.","direct migration background","106","0.214637099988082","0.179814190882248","0.249460009093915"
"Satisfactory","2005","16-34 y.","indirect migration background","132","0.200950691490246","0.170494975711969","0.231406407268523"
"Satisfactory","2005","35-65 y.","no migration background","3521","0.355268299780219","0.345877683773795","0.364658915786643"
"Satisfactory","2005","35-65 y.","direct migration background","504","0.358970187558525","0.334481379113309","0.383458996003741"
"Satisfactory","2005","35-65 y.","indirect migration background","51","0.394250439386887","0.317317045988072","0.471183832785702"
"Satisfactory","2005","66 and older","no migration background","1456","0.414214240852649","0.39772225488672","0.430706226818578"
"Satisfactory","2005","66 and older","direct migration background","164","0.446145480944994","0.395426442791262","0.496864519098726"
"Satisfactory","2005","66 and older","indirect migration background","6","","",""
"Less good","2005","16-34 y.","no migration background","221","0.0542700756168703","0.0473590575936023","0.0611810936401383"
"Less good","2005","16-34 y.","direct migration background","22","","",""
"Less good","2005","16-34 y.","indirect migration background","28","","",""
"Less good","2005","35-65 y.","no migration background","1325","0.150520010170437","0.143503841237111","0.157536179103763"
"Less good","2005","35-65 y.","direct migration background","258","0.189376662137494","0.169374721706983","0.209378602568005"
"Less good","2005","35-65 y.","indirect migration background","16","","",""
"Less good","2005","66 and older","no migration background","895","0.271289957912906","0.256403709049525","0.286176206776288"
"Less good","2005","66 and older","direct migration background","104","0.306661240570978","0.259613682000381","0.353708799141574"
"Less good","2005","66 and older","indirect migration background","2","","",""
"Poor","2005","16-34 y.","no migration background","27","","",""
"Poor","2005","16-34 y.","direct migration background","5","","",""
"Poor","2005","16-34 y.","indirect migration background","5","","",""
"Poor","2005","35-65 y.","no migration background","297","0.0337547802361288","0.0302112375981403","0.0372983228741173"
"Poor","2005","35-65 y.","direct migration background","78","0.0607247880547428","0.0485326805427488","0.0729168955667368"
"Poor","2005","35-65 y.","indirect migration background","2","","",""
"Poor","2005","66 and older","no migration background","328","0.110576467928711","0.100076772452393","0.121076163405029"
"Poor","2005","66 and older","direct migration background","48","0.0953693196667183","0.0654001364683672","0.125338502865069"
"Poor","2005","66 and older","indirect migration background","1","","",""
"Very good","2006","16-34 y.","no migration background","759","0.192973875939053","0.18070282199956","0.205244929878546"
"Very good","2006","16-34 y.","direct migration background","128","0.242944428443865","0.206739219328034","0.279149637559696"
"Very good","2006","16-34 y.","indirect migration background","136","0.186560659429592","0.156092873924841","0.217028444934344"
"Very good","2006","35-65 y.","no migration background","764","0.0743847381198849","0.0694328017492262","0.0793366744905437"
"Very good","2006","35-65 y.","direct migration background","93","0.0571815412520008","0.0452469416141682","0.0691161408898334"
"Very good","2006","35-65 y.","indirect migration background","12","","",""
"Very good","2006","66 and older","no migration background","98","0.0226062483647714","0.018041817796677","0.0271706789328659"
"Very good","2006","66 and older","direct migration background","7","","",""
"Very good","2006","66 and older","indirect migration background","","","",""
"Good","2006","16-34 y.","no migration background","2161","0.521169277696444","0.505635781495554","0.536702773897334"
"Good","2006","16-34 y.","direct migration background","269","0.477280358859004","0.435113145714072","0.519447572003937"
"Good","2006","16-34 y.","indirect migration background","334","0.523716012288521","0.484654488067155","0.562777536509886"
"Good","2006","35-65 y.","no migration background","4548","0.393359719231907","0.384140833165597","0.402578605298216"
"Good","2006","35-65 y.","direct migration background","536","0.356409904089294","0.331792319107223","0.381027489071365"
"Good","2006","35-65 y.","indirect migration background","84","0.370360750439506","0.300203789005921","0.440517711873092"
"Good","2006","66 and older","no migration background","867","0.200886875622975","0.188583692376384","0.213190058869566"
"Good","2006","66 and older","direct migration background","62","0.165226224647473","0.128693948992742","0.201758500302203"
"Good","2006","66 and older","indirect migration background","3","","",""
"Satisfactory","2006","16-34 y.","no migration background","819","0.219393334114125","0.206525168242632","0.232261499985618"
"Satisfactory","2006","16-34 y.","direct migration background","116","0.224329966185755","0.189114303868799","0.25954562850271"
"Satisfactory","2006","16-34 y.","indirect migration background","118","0.209059346134092","0.177255839158764","0.24086285310942"
"Satisfactory","2006","35-65 y.","no migration background","3822","0.365233803577272","0.356147018386434","0.374320588768109"
"Satisfactory","2006","35-65 y.","direct migration background","508","0.34654823643435","0.322088346328128","0.371008126540572"
"Satisfactory","2006","35-65 y.","indirect migration background","56","0.352836569115071","0.28341312159687","0.422260016633272"
"Satisfactory","2006","66 and older","no migration background","1699","0.411743823236135","0.396631390770007","0.426856255702263"
"Satisfactory","2006","66 and older","direct migration background","158","0.381328610355446","0.333550106139129","0.429107114571763"
"Satisfactory","2006","66 and older","indirect migration background","4","","",""
"Less good","2006","16-34 y.","no migration background","211","0.0592786416234505","0.0519357277836694","0.0666215554632316"
"Less good","2006","16-34 y.","direct migration background","23","","",""
"Less good","2006","16-34 y.","indirect migration background","35","0.0652615406602633","0.0459444380750434","0.0845786432454831"
"Less good","2006","35-65 y.","no migration background","1319","0.129083595774542","0.122755957478826","0.135411234070258"
"Less good","2006","35-65 y.","direct migration background","244","0.183469461058475","0.163574916721492","0.203364005395458"
"Less good","2006","35-65 y.","indirect migration background","24","","",""
"Less good","2006","66 and older","no migration background","997","0.251572694203134","0.238248402218733","0.264896986187536"
"Less good","2006","66 and older","direct migration background","116","0.311263809227119","0.26571850537359","0.356809113080648"
"Less good","2006","66 and older","indirect migration background","4","","",""
"Poor","2006","16-34 y.","no migration background","23","","",""
"Poor","2006","16-34 y.","direct migration background","3","","",""
"Poor","2006","16-34 y.","indirect migration background","5","","",""
"Poor","2006","35-65 y.","no migration background","333","0.037938143296395","0.0343327103956482","0.0415435761971418"
"Poor","2006","35-65 y.","direct migration background","73","0.0563908571658799","0.0445340896093814","0.0682476247223784"
"Poor","2006","35-65 y.","indirect migration background","6","","",""
"Poor","2006","66 and older","no migration background","413","0.113190358572984","0.103461598354526","0.122919118791442"
"Poor","2006","66 and older","direct migration background","54","0.125251364577271","0.0926912662664329","0.157811462888108"
"Poor","2006","66 and older","indirect migration background","1","","",""
"Very good","2007","16-34 y.","no migration background","720","0.192586757436925","0.179849751726757","0.205323763147092"
"Very good","2007","16-34 y.","direct migration background","89","0.220609210917311","0.182126104939991","0.259092316894631"
"Very good","2007","16-34 y.","indirect migration background","120","0.214308682153693","0.181141751108378","0.247475613199009"
"Very good","2007","35-65 y.","no migration background","625","0.058969618002136","0.0543460959223011","0.0635931400819708"
"Very good","2007","35-65 y.","direct migration background","68","0.0449511339178527","0.0337052805191999","0.0561969873165054"
"Very good","2007","35-65 y.","indirect migration background","19","","",""
"Very good","2007","66 and older","no migration background","81","0.0200960066730184","0.0157461660679487","0.0244458472780881"
"Very good","2007","66 and older","direct migration background","6","","",""
"Very good","2007","66 and older","indirect migration background","","","",""
"Good","2007","16-34 y.","no migration background","1965","0.532102681496374","0.515985867237356","0.548219495755392"
"Good","2007","16-34 y.","direct migration background","245","0.533790311374309","0.487492906034719","0.580087716713898"
