"pld0045","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2015","Schleswig-Holstein","Couple + C. LE 16 ","","","","","2"
"Often","2015","Lower Saxony","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Bremen","1-pers.-HH","","","","","2"
"Often","2015","Bremen","(Married) couple without C. ","","","","","2"
"Often","2015","Bremen","Single parent ","","","","","2"
"Often","2015","Bremen","Couple + C. LE 16 ","","","","","2"
"Often","2015","Bremen","Couple + C. GT 16 ","","","","","2"
"Often","2015","Bremen","Couple + C. LE and GT 16","","","","","2"
"Often","2015","North Rhine-Westphalia","1-pers.-HH","","","","","2"
"Often","2015","North Rhine-Westphalia","(Married) couple without C. ","","","","","2"
"Often","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"Often","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"Often","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Baden-Württemberg","1-pers.-HH","","","","","2"
"Often","2015","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"Often","2015","Baden-Württemberg","Single parent ","","","","","2"
"Often","2015","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"Often","2015","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"Often","2015","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Bavaria","1-pers.-HH","","","","","2"
"Often","2015","Bavaria","(Married) couple without C. ","","","","","2"
"Often","2015","Bavaria","Single parent ","","","","","2"
"Often","2015","Bavaria","Couple + C. LE 16 ","","","","","2"
"Often","2015","Bavaria","Couple + C. GT 16 ","","","","","2"
"Often","2015","Bavaria","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Berlin","1-pers.-HH","","","","","2"
"Often","2015","Berlin","(Married) couple without C. ","","","","","2"
"Often","2015","Berlin","Single parent ","","","","","2"
"Often","2015","Berlin","Couple + C. LE 16 ","","","","","2"
"Often","2015","Berlin","Couple + C. GT 16 ","","","","","2"
"Often","2015","Berlin","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Brandenburg","1-pers.-HH","","","","","2"
"Often","2015","Brandenburg","(Married) couple without C. ","","","","","2"
"Often","2015","Brandenburg","Single parent ","","","","","2"
"Often","2015","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Often","2015","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Often","2015","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Often","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Saxony","1-pers.-HH","","","","","2"
"Often","2015","Saxony","(Married) couple without C. ","","","","","2"
"Often","2015","Saxony","Single parent ","","","","","2"
"Often","2015","Saxony","Couple + C. LE 16 ","","","","","2"
"Often","2015","Saxony","Couple + C. GT 16 ","","","","","2"
"Often","2015","Saxony","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Often","2015","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Often","2015","Saxony-Anhalt","Single parent ","","","","","2"
"Often","2015","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Often","2015","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Often","2015","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Often","2015","Thuringia","1-pers.-HH","","","","","2"
"Often","2015","Thuringia","(Married) couple without C. ","","","","","2"
"Often","2015","Thuringia","Single parent ","","","","","2"
"Often","2015","Thuringia","Couple + C. LE 16 ","","","","","2"
"Often","2015","Thuringia","Couple + C. GT 16 ","","","","","2"
"Often","2015","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Rarely","2015","North Rhine-Westphalia","Single parent ","","","","","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Hesse","1-pers.-HH","","","","","4"
"Rarely","2015","Baden-Württemberg","Single parent ","","","","","4"
"Rarely","2015","Baden-Württemberg","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Baden-Württemberg","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Baden-Württemberg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Bavaria","1-pers.-HH","","","","","4"
"Rarely","2015","Bavaria","(Married) couple without C. ","","","","","4"
"Rarely","2015","Bavaria","Single parent ","","","","","4"
"Rarely","2015","Bavaria","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Hesse","(Married) couple without C. ","","","","","4"
"Rarely","2015","Hesse","Single parent ","","","","","4"
"Rarely","2015","Hesse","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Hesse","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Hesse","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Single parent ","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Baden-Württemberg","1-pers.-HH","","","","","4"
"Rarely","2015","Baden-Württemberg","(Married) couple without C. ","","","","","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Hamburg","1-pers.-HH","","","","","4"
"Rarely","2015","Hamburg","(Married) couple without C. ","","","","","4"
"Rarely","2015","Hamburg","Single parent ","","","","","4"
"Rarely","2015","Hamburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Hamburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Lower Saxony","1-pers.-HH","","","","","4"
"Rarely","2015","Lower Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2015","Lower Saxony","Single parent ","","","","","4"
"Rarely","2015","Lower Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Lower Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Lower Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Bremen","1-pers.-HH","","","","","4"
"Rarely","2015","Bremen","(Married) couple without C. ","","","","","4"
"Rarely","2015","Bremen","Single parent ","","","","","4"
"Rarely","2015","Bremen","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Bremen","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","North Rhine-Westphalia","1-pers.-HH","","","","","4"
"Rarely","2015","North Rhine-Westphalia","(Married) couple without C. ","","","","","4"
"Rarely","2015","Schleswig-Holstein","1-pers.-HH","","","","","4"
"Rarely","2015","Schleswig-Holstein","(Married) couple without C. ","","","","","4"
"Rarely","2015","Bavaria","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Berlin","1-pers.-HH","","","","","4"
"Rarely","2015","Berlin","(Married) couple without C. ","","","","","4"
"Rarely","2015","Berlin","Single parent ","","","","","4"
"Rarely","2015","Berlin","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Brandenburg","(Married) couple without C. ","","","","","4"
"Rarely","2015","Brandenburg","Single parent ","","","","","4"
"Rarely","2015","Brandenburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Brandenburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Brandenburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Saxony-Anhalt","1-pers.-HH","","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Thuringia","1-pers.-HH","","","","","4"
"Rarely","2015","Thuringia","(Married) couple without C. ","","","","","4"
"Rarely","2015","Thuringia","Single parent ","","","","","4"
"Rarely","2015","Schleswig-Holstein","Single parent ","","","","","4"
"Rarely","2015","Schleswig-Holstein","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Saxony-Anhalt","Single parent ","","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Thuringia","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Thuringia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Bavaria","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","4"
"Rarely","2015","Berlin","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Berlin","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Brandenburg","1-pers.-HH","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","4"
"Rarely","2015","Saxony","1-pers.-HH","","","","","4"
"Rarely","2015","Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2015","Saxony","Single parent ","","","","","4"
"Rarely","2015","Saxony-Anhalt","(Married) couple without C. ","","","","","4"
"Rarely","2015","Thuringia","Couple + C. LE 16 ","","","","","4"
"Sometimes","2015","Schleswig-Holstein","1-pers.-HH","","","","","3"
"Sometimes","2015","Schleswig-Holstein","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Schleswig-Holstein","Single parent ","","","","","3"
"Sometimes","2015","Schleswig-Holstein","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Schleswig-Holstein","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Hamburg","1-pers.-HH","","","","","3"
"Sometimes","2015","Hamburg","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Hamburg","Single parent ","","","","","3"
"Sometimes","2015","Hamburg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Hamburg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Hamburg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Lower Saxony","1-pers.-HH","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","Single parent ","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Hesse","1-pers.-HH","","","","","3"
"Sometimes","2015","Hesse","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Hesse","Single parent ","","","","","3"
"Sometimes","2015","Hesse","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Hesse","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Hesse","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Baden-Württemberg","1-pers.-HH","","","","","3"
"Sometimes","2015","Baden-Württemberg","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Baden-Württemberg","Single parent ","","","","","3"
"Sometimes","2015","Baden-Württemberg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Baden-Württemberg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Baden-Württemberg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Bavaria","1-pers.-HH","","","","","3"
"Sometimes","2015","Bavaria","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Bavaria","Single parent ","","","","","3"
"Sometimes","2015","Bavaria","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Bavaria","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Bavaria","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Berlin","1-pers.-HH","","","","","3"
"Sometimes","2015","Berlin","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Berlin","Single parent ","","","","","3"
"Sometimes","2015","Berlin","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Berlin","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Berlin","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Brandenburg","1-pers.-HH","","","","","3"
"Sometimes","2015","Brandenburg","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Brandenburg","Single parent ","","","","","3"
"Sometimes","2015","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Brandenburg","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Saxony","1-pers.-HH","","","","","3"
"Sometimes","2015","Saxony","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Saxony","Single parent ","","","","","3"
"Sometimes","2015","Saxony","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Saxony","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Bremen","1-pers.-HH","","","","","3"
"Sometimes","2015","Bremen","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Bremen","Single parent ","","","","","3"
"Sometimes","2015","Bremen","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Bremen","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Bremen","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","1-pers.-HH","","","","","3"
"Sometimes","2015","North Rhine-Westphalia","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Lower Saxony","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Lower Saxony","Single parent ","","","","","3"
"Sometimes","2015","Lower Saxony","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Lower Saxony","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Lower Saxony","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Saxony-Anhalt","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Thuringia","1-pers.-HH","","","","","3"
"Sometimes","2015","Thuringia","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Thuringia","Single parent ","","","","","3"
"Sometimes","2015","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Saxony-Anhalt","Single parent ","","","","","3"
"Sometimes","2015","Saxony-Anhalt","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Thuringia","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","Thuringia","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Thuringia","Couple + C. LE and GT 16","","","","","3"
"Sometimes","2015","Saxony-Anhalt","1-pers.-HH","","","","","3"
"Sometimes","2015","Saxony","Couple + C. LE and GT 16","","","","","3"
"Very often","2015","North Rhine-Westphalia","Single parent ","","","","","1"
"Very often","2015","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Very often","2015","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Very often","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Hesse","1-pers.-HH","","","","","1"
"Very often","2015","Hesse","(Married) couple without C. ","","","","","1"
"Very often","2015","Hesse","Single parent ","","","","","1"
"Very often","2015","Hesse","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Hesse","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Hesse","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Baden-Württemberg","1-pers.-HH","","","","","1"
"Very often","2015","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Hamburg","1-pers.-HH","","","","","1"
"Very often","2015","Hamburg","(Married) couple without C. ","","","","","1"
"Very often","2015","Hamburg","Single parent ","","","","","1"
"Very often","2015","Hamburg","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Hamburg","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Lower Saxony","1-pers.-HH","","","","","1"
"Very often","2015","Lower Saxony","(Married) couple without C. ","","","","","1"
"Very often","2015","Lower Saxony","Single parent ","","","","","1"
"Very often","2015","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Bremen","1-pers.-HH","","","","","1"
"Very often","2015","Bremen","(Married) couple without C. ","","","","","1"
"Very often","2015","Bremen","Single parent ","","","","","1"
"Very often","2015","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Very often","2015","Baden-Württemberg","Single parent ","","","","","1"
"Very often","2015","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Bavaria","1-pers.-HH","","","","","1"
"Very often","2015","Bavaria","(Married) couple without C. ","","","","","1"
"Very often","2015","Bavaria","Single parent ","","","","","1"
"Very often","2015","Bavaria","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Bavaria","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Berlin","1-pers.-HH","","","","","1"
"Very often","2015","Berlin","(Married) couple without C. ","","","","","1"
"Very often","2015","Berlin","Single parent ","","","","","1"
"Very often","2015","Berlin","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Berlin","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Berlin","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Brandenburg","1-pers.-HH","","","","","1"
"Very often","2015","Brandenburg","(Married) couple without C. ","","","","","1"
"Very often","2015","Brandenburg","Single parent ","","","","","1"
"Very often","2015","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Saxony","1-pers.-HH","","","","","1"
"Very often","2015","Saxony","(Married) couple without C. ","","","","","1"
"Very often","2015","Saxony","Single parent ","","","","","1"
"Very often","2015","Saxony","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Saxony","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Saxony","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Very often","2015","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Very often","2015","Saxony-Anhalt","Single parent ","","","","","1"
"Very often","2015","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Thuringia","1-pers.-HH","","","","","1"
"Very often","2015","Thuringia","(Married) couple without C. ","","","","","1"
"Very often","2015","Thuringia","Single parent ","","","","","1"
"Very often","2015","Thuringia","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Thuringia","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","Bremen","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Bremen","Couple + C. LE and GT 16","","","","","1"
"Very often","2015","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Very often","2015","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Very often","2015","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Very often","2015","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Very often","2015","Schleswig-Holstein","Single parent ","","","","","1"
"Very often","2015","Bremen","Couple + C. LE 16 ","","","","","1"
"Never","2016","Schleswig-Holstein","1-pers.-HH","","","","","5"
"Never","2016","Schleswig-Holstein","(Married) couple without C. ","","","","","5"
"Never","2016","Schleswig-Holstein","Single parent ","","","","","5"
"Never","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","","","5"
"Never","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","","","5"
"Never","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Hamburg","1-pers.-HH","","","","","5"
"Never","2016","Hamburg","(Married) couple without C. ","","","","","5"
"Never","2016","Hamburg","Single parent ","","","","","5"
"Never","2016","Hamburg","Couple + C. LE 16 ","","","","","5"
"Never","2016","Hamburg","Couple + C. GT 16 ","","","","","5"
"Never","2016","Hamburg","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Lower Saxony","1-pers.-HH","","","","","5"
"Never","2016","Lower Saxony","(Married) couple without C. ","","","","","5"
"Never","2016","Lower Saxony","Single parent ","","","","","5"
"Never","2016","Lower Saxony","Couple + C. LE 16 ","","","","","5"
"Never","2016","Lower Saxony","Couple + C. GT 16 ","","","","","5"
"Never","2016","Lower Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Bremen","1-pers.-HH","","","","","5"
"Never","2016","Bremen","(Married) couple without C. ","","","","","5"
"Never","2016","Bremen","Single parent ","","","","","5"
"Never","2016","Bremen","Couple + C. LE 16 ","","","","","5"
"Never","2016","Bremen","Couple + C. GT 16 ","","","","","5"
"Never","2016","Bremen","Couple + C. LE and GT 16","","","","","5"
"Never","2016","North Rhine-Westphalia","1-pers.-HH","","","","","5"
"Never","2016","North Rhine-Westphalia","(Married) couple without C. ","","","","","5"
"Never","2016","North Rhine-Westphalia","Single parent ","","","","","5"
"Never","2016","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","5"
"Never","2016","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","5"
"Never","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Hesse","1-pers.-HH","","","","","5"
"Never","2016","Hesse","(Married) couple without C. ","","","","","5"
"Never","2016","Hesse","Single parent ","","","","","5"
"Never","2016","Hesse","Couple + C. LE 16 ","","","","","5"
"Never","2016","Hesse","Couple + C. GT 16 ","","","","","5"
"Never","2016","Hesse","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Single parent ","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","5"
"Never","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Baden-Württemberg","1-pers.-HH","","","","","5"
"Never","2016","Baden-Württemberg","(Married) couple without C. ","","","","","5"
"Never","2016","Baden-Württemberg","Single parent ","","","","","5"
"Never","2016","Baden-Württemberg","Couple + C. LE 16 ","","","","","5"
"Never","2016","Baden-Württemberg","Couple + C. GT 16 ","","","","","5"
"Never","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Bavaria","1-pers.-HH","","","","","5"
"Never","2016","Bavaria","(Married) couple without C. ","","","","","5"
"Never","2016","Bavaria","Single parent ","","","","","5"
"Never","2016","Bavaria","Couple + C. LE 16 ","","","","","5"
"Never","2016","Bavaria","Couple + C. GT 16 ","","","","","5"
"Never","2016","Bavaria","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Berlin","1-pers.-HH","","","","","5"
"Never","2016","Berlin","(Married) couple without C. ","","","","","5"
"Never","2016","Berlin","Single parent ","","","","","5"
"Never","2016","Berlin","Couple + C. LE 16 ","","","","","5"
"Never","2016","Berlin","Couple + C. GT 16 ","","","","","5"
"Never","2016","Berlin","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Brandenburg","1-pers.-HH","","","","","5"
"Never","2016","Brandenburg","(Married) couple without C. ","","","","","5"
"Never","2016","Brandenburg","Single parent ","","","","","5"
"Never","2016","Brandenburg","Couple + C. LE 16 ","","","","","5"
"Never","2016","Brandenburg","Couple + C. GT 16 ","","","","","5"
"Never","2016","Brandenburg","Couple + C. LE and GT 16","","","","","5"
"Never","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","5"
