"plh0222","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2016","no degree/no degree yet","(0) in school","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(0) in school","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(0) in school","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2016","secondary school degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(0) in school","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2016","Other degree","(0) in school","","","",""
"2 on scale 1-7 ","2016","Other degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2016","Other degree","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2016","Other degree","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2016","Other degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2016","Other degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2016","Other degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2016","Other degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(0) in school","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(0) in school","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(0) in school","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2016","secondary school degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(0) in school","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2016","Other degree","(0) in school","","","",""
"3 on scale 1-7 ","2016","Other degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2016","Other degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2016","Other degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2016","Other degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2016","Other degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2016","Other degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2016","Other degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(0) in school","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2016","lower secondary degree","(0) in school","","","",""
"4 on scale 1-7","2016","lower secondary degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2016","lower secondary degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2016","secondary school degree","(0) in school","","","",""
"4 on scale 1-7","2016","secondary school degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2016","secondary school degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2016","secondary school degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2016","secondary school degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2016","secondary school degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2016","college entrance qualification","(0) in school","","","",""
"4 on scale 1-7","2016","college entrance qualification","(1a) inadequately completed","","","",""
"4 on scale 1-7","2016","college entrance qualification","(1b) general elementary school","","","",""
"4 on scale 1-7","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2016","Other degree","(0) in school","","","",""
"4 on scale 1-7","2016","Other degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2016","Other degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2016","Other degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2016","Other degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2016","Other degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2016","Other degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2016","Other degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(0) in school","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2016","lower secondary degree","(0) in school","","","",""
"5 on scale 1-7","2016","lower secondary degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2016","lower secondary degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2016","secondary school degree","(0) in school","","","",""
"5 on scale 1-7","2016","secondary school degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2016","secondary school degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2016","secondary school degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2016","secondary school degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2016","secondary school degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2016","college entrance qualification","(0) in school","","","",""
"5 on scale 1-7","2016","college entrance qualification","(1a) inadequately completed","","","",""
"5 on scale 1-7","2016","college entrance qualification","(1b) general elementary school","","","",""
"5 on scale 1-7","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2016","Other degree","(0) in school","","","",""
"5 on scale 1-7","2016","Other degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2016","Other degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2016","Other degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2016","Other degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2016","Other degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2016","Other degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2016","Other degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(0) in school","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2016","lower secondary degree","(0) in school","","","",""
"6 on scale 1-7","2016","lower secondary degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2016","lower secondary degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2016","secondary school degree","(0) in school","","","",""
"6 on scale 1-7","2016","secondary school degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2016","secondary school degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2016","secondary school degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2016","secondary school degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2016","secondary school degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2016","college entrance qualification","(0) in school","","","",""
"6 on scale 1-7","2016","college entrance qualification","(1a) inadequately completed","","","",""
"6 on scale 1-7","2016","college entrance qualification","(1b) general elementary school","","","",""
"6 on scale 1-7","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2016","Other degree","(0) in school","","","",""
"6 on scale 1-7","2016","Other degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2016","Other degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2016","Other degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2016","Other degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2016","Other degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2016","Other degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2016","Other degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(0) in school","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7 Strongly agree","2016","lower secondary degree","(0) in school","","","",""
"7 Strongly agree","2016","lower secondary degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2016","lower secondary degree","(1b) general elementary school","","","",""
"7 Strongly agree","2016","lower secondary degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"7 Strongly agree","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2016","lower secondary degree","(3a) lower tertiary education","","","",""
"7 Strongly agree","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"7 Strongly agree","2016","secondary school degree","(0) in school","","","",""
"7 Strongly agree","2016","secondary school degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2016","secondary school degree","(1b) general elementary school","","","",""
"7 Strongly agree","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2016","secondary school degree","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2016","secondary school degree","(2a) intermediate vocational","","","",""
"7 Strongly agree","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2016","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2016","secondary school degree","(3a) lower tertiary education","","","",""
"7 Strongly agree","2016","secondary school degree","(3b) higher tertiary education","","","",""
"7 Strongly agree","2016","college entrance qualification","(0) in school","","","",""
"7 Strongly agree","2016","college entrance qualification","(1a) inadequately completed","","","",""
"7 Strongly agree","2016","college entrance qualification","(1b) general elementary school","","","",""
"7 Strongly agree","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"7 Strongly agree","2016","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2016","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2016","college entrance qualification","(3a) lower tertiary education","","","",""
"7 Strongly agree","2016","college entrance qualification","(3b) higher tertiary education","","","",""
"7 Strongly agree","2016","Other degree","(0) in school","","","",""
"7 Strongly agree","2016","Other degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2016","Other degree","(1b) general elementary school","","","",""
"7 Strongly agree","2016","Other degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2016","Other degree","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2016","Other degree","(2a) intermediate vocational","","","",""
"7 Strongly agree","2016","Other degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2016","Other degree","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2016","Other degree","(3a) lower tertiary education","","","",""
"7 Strongly agree","2016","Other degree","(3b) higher tertiary education","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(0) in school","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(1a) inadequately completed","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"7 Strongly agree","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2017","lower secondary degree","(0) in school","","","",""
"1 Strongly disagree","2017","lower secondary degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2017","lower secondary degree","(1b) general elementary school","","","",""
"1 Strongly disagree","2017","lower secondary degree","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2017","lower secondary degree","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2017","lower secondary degree","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2017","secondary school degree","(0) in school","","","",""
"1 Strongly disagree","2017","secondary school degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2017","secondary school degree","(1b) general elementary school","","","",""
"1 Strongly disagree","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2017","secondary school degree","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2017","secondary school degree","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2017","secondary school degree","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2017","secondary school degree","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2017","college entrance qualification","(0) in school","","","",""
"1 Strongly disagree","2017","college entrance qualification","(1a) inadequately completed","","","",""
"1 Strongly disagree","2017","college entrance qualification","(1b) general elementary school","","","",""
"1 Strongly disagree","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2017","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2017","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2017","college entrance qualification","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2017","college entrance qualification","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2017","Other degree","(0) in school","","","",""
"1 Strongly disagree","2017","Other degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2017","Other degree","(1b) general elementary school","","","",""
"1 Strongly disagree","2017","Other degree","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2017","Other degree","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2017","Other degree","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2017","Other degree","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2017","Other degree","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2017","Other degree","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2017","Other degree","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(0) in school","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(1a) inadequately completed","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
